variable,familia,rol,uso,significado,unidades,fundamento_predictivo,limitaciones,fuente,metodo,tipo,n_faltantes,faltantes_pct,n_distintos,rango_o_ejemplos
sb_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de antimonio; etiqueta local «0,043 - 0,228». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,14,0.0 … 1.0
sb_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de antimonio; etiqueta local «0,228 - 0,61». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,52,0.0 … 1.0
sb_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de antimonio; etiqueta local «0,61 - 0,78». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,64,0.0 … 1.0
sb_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de antimonio; etiqueta local «0,78 - 1,19». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,72,0.0 … 1.0
sb_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de antimonio; etiqueta local «1,19 - 1,96». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,96,0.0 … 1.0
sb_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de antimonio; etiqueta local «1,96 - 3,16». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,91,0.0 … 1.0
sb_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de antimonio; etiqueta local «3,16 - 6,3». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,59,0.0 … 1.0
sb_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de antimonio; etiqueta local «6,3 - 343,14». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,proporciones alternativas a moda; no concentraciones,float32,10382,2.089543226897183,23,0.0 … 1.0
bi_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de bismuto con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,8759,1.7628885690996368,8,0.0 … 7.0
bi_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de bismuto; etiqueta local «0,08 - 0,09». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,24,0.0 … 1.0
bi_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de bismuto; etiqueta local «0,1 - 0,14». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,61,0.0 … 1.0
bi_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de bismuto; etiqueta local «0,15 - 0,18». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,68,0.0 … 1.0
bi_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de bismuto; etiqueta local «0,19 - 0,25». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,95,0.0 … 1.0
bi_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de bismuto; etiqueta local «0,26 - 0,32». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,108,0.0 … 1.0
bi_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de bismuto; etiqueta local «0,33 - 0,42». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,98,0.0 … 1.0
bi_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de bismuto; etiqueta local «0,43 - 0,68». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,83,0.0 … 1.0
bi_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de bismuto; etiqueta local «0,69 - 63,86». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede ayudar a reconocer asociaciones de Au vinculadas a intrusiones; su utilidad depende del tipo de sistema y del contexto geológico.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_bi,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,39,0.0 … 1.0
hg_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de mercurio con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,8759,1.7628885690996368,8,0.0 … 7.0
hg_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de mercurio; etiqueta local «0,28 - 6». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,40,0.0 … 1.0
hg_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de mercurio; etiqueta local «6,01 - 11,38». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,116,0.0 … 1.0
hg_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de mercurio; etiqueta local «11,39 - 15,67». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,132,0.0 … 1.0
hg_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de mercurio; etiqueta local «15,68 - 23,95». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,178,0.0 … 1.0
hg_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de mercurio; etiqueta local «23,96 - 37,23». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,165,0.0 … 1.0
hg_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de mercurio; etiqueta local «37,24 - 47». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,119,0.0 … 1.0
hg_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de mercurio; etiqueta local «47,01 - 150». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,92,0.0 … 1.0
hg_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de mercurio; etiqueta local «150,01 - 76.203». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede aportar evidencia de determinados sistemas epitermales; deben distinguirse anomalías naturales de aportes mineros o ambientales.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_hg,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,21,0.0 … 1.0
cu_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de cobre con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,8759,1.7628885690996368,8,0.0 … 7.0
cu_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de cobre; etiqueta local «0,42 - 6,28». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,21,0.0 … 1.0
cu_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de cobre; etiqueta local «6,29 - 10,35». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,63,0.0 … 1.0
cu_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de cobre; etiqueta local «10,36 - 12,73». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,87,0.0 … 1.0
cu_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de cobre; etiqueta local «12,74 - 16,43». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,112,0.0 … 1.0
cu_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de cobre; etiqueta local «16,44 - 22,51». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,138,0.0 … 1.0
cu_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de cobre; etiqueta local «22,52 - 28,25». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,135,0.0 … 1.0
cu_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de cobre; etiqueta local «28,26 - 50». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,83,0.0 … 1.0
cu_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de cobre; etiqueta local «50,01 - 2.038,62». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Permite probar asociaciones hidrotermales Cu-Au; muchas anomalías de Cu responden a otros procesos y no implican oro.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_cu,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,24,0.0 … 1.0
pb_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de plomo con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,9998,2.012257097141017,8,0.0 … 7.0
pb_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de plomo; etiqueta local «0,28 - 10,43». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,13,0.0 … 1.0
pb_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de plomo; etiqueta local «10,44 - 14,25». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,22,0.0 … 1.0
pb_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de plomo; etiqueta local «14,26 - 17,16». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,35,0.0 … 1.0
pb_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de plomo; etiqueta local «17,17 - 22,51». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,66,0.0 … 1.0
pb_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de plomo; etiqueta local «22,52 - 29,75». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,105,0.0 … 1.0
pb_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de plomo; etiqueta local «29,76 - 35,12». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,108,0.0 … 1.0
pb_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de plomo; etiqueta local «35,13 - 65». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,96,0.0 … 1.0
pb_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de plomo; etiqueta local «65,01 - 4.979,11». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas que en ciertos sistemas acompañan Au; señal menos específica, sensible al fondo litológico y a actividad humana.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_pb,proporciones alternativas a moda; no concentraciones,float32,9998,2.012257097141017,39,0.0 … 1.0
zn_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de zinc con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,143553,28.89233277314307,7,0.0 … 7.0
zn_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de zinc; etiqueta local «0,53 - 21,12». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,7,0.0 … 1.0
